Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Consumo Urbano,Filtro de partículas,Sub-modelo,Consumo Extra Urbano,Consumo Combinado,Emissões CO2,IUC,Inspecção válida até,Garantia de Fábrica até,ou até,IVA Discriminado,Clássico,Autonomia Máxima,Autonomia,Bateria,Gancho de Reboque,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,BMW,330,e iPerformance Pack M,Híbrido (Gasolina),Novembro,2016,118 891 km,1 998 cm3,252 cv,,Sim,,Sedan,Cinzento,Metalizado,Automática,,4,5,,,18 Meses,,Importado,,,Sim,Usados,27 990        EUR,8090113452,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-pack-m-ID8Pwi4Q.html,,,Série 3,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,SEAT,Leon,SC 2.0 TDI FR S/S,Diesel,Dezembro,2017,68 000 km,1 968 cm3,150 cv,,,Sim,Utilitário,Vermelho,Metalizado,Manual,,3,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,18 950        EUR,8090586687,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tdi-fr-s-s-ID8PxhbF.html,"5,30 l/100km",Sim,,,,,,10/12/2024,,,,,1 000 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Fevereiro,2017,100 000 km,1 461 cm3,90 cv,,Sim,Sim,SUV / TT,Bege,,Manual,,5,5,Classe 1,,18 Meses,,,,Sim,Sim,Usados,15 500        EUR,8090586676,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8Pxhbu.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,i3,120Ah,Eléctrico,Maio,2019,54 000 km,,170 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,4,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,24 900        EUR,8089281964,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PrNLK.html,,,Série i,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,X3,18 d sDrive Advantage Auto,Diesel,Dezembro,2014,164 000 km,1 995 cm3,150 cv,,Sim,Sim,SUV / TT,Azul,,Automática,,5,5,,Tracção traseira,18 Meses,,,Sim,Sim,,Usados,21 990        EUR,8089603273,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-advantage-auto-ID8Pt9m9.html,,,Série X,,,,,01/12/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Novembro,2020,29 560 km,,204 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,1,5,5,,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,29 950        EUR,8090447999,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8PvH6L.html,,,,,,,,,01/11/2025,150 000 km,Sim,,,484 km,Própria,,"14,70 kWh/100km",,StandVirtual,Yes,2023-09-12
Profissional,Renault,Clio,,Diesel,Dezembro,2018,118 853 km,1 461 cm3,90 cv,Sim,Sim,Sim,Citadino,Preto,,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,,,,Sim,,Usados,15 950        EUR,8090513704,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PvYcv.html,,Sim,,,,92 g/km,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Volvo,V40,1.5 T3 Sport Edition R Geartronic,Gasolina,Fevereiro,2019,53 600 km,1 498 cm3,152 cv,,Sim,Sim,Utilitário,Cinzento,,Automática,6,5,5,Classe 1,,24 Meses,,Nacional,,,,Usados,25 700        EUR,8089316376,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-5-t3-sport-edition-r-geartronic-ID8PrVIM.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Captur,1.2 TCe Exclusive EDC,Gasolina,Junho,2015,114 500 km,1 197 cm3,120 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,16 300        EUR,8090239735,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-2-tce-exclusive-edc-ID8PwOWF.html,7 l/100km,,,"4,70 l/100km",,125 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Zoe,Intens 50,Eléctrico,Novembro,2022,4 800 km,,136 cv,Sim,,,Utilitário,Vermelho,,Automática,,5,5,,,36 Meses,,Importado,,,,Usados,29 750        EUR,8090586656,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8Pxhba.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Zoe,Intens 50,Eléctrico,Setembro,2022,13 800 km,,136 cv,Sim,,,Citadino,Preto,,Automática,,5,5,,,36 Meses,,Importado,,,,Usados,29 750        EUR,8090586654,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8Pxhb8.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Agosto,2020,79 000 km,1 461 cm3,116 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,24 Meses,1,,Sim,Sim,Sim,Usados,36 900        EUR,8088874356,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pq5Jq.html,,Sim,Classe CLA,,,121 g/km,152 €,,31/08/2025,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido (Gasolina),Outubro,2020,34 500 km,1 332 cm3,218 cv,,,,Sedan,Preto,,Automática,8,4,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,Sim,Usados,33 900        EUR,8089286147,9 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-amg-line-ID8PrORd.html,,,Classe A,,,23 g/km,,,01/04/2025,100 000 km,,,60 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Agosto,2018,75 110 km,2 143 cm3,204 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,40 990        EUR,8090318418,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Pv9oK.html,,,Classe GLC,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,SEAT,Leon ST,2.0 TSI Cupra DSG S/S,Gasolina,Agosto,2019,83 537 km,1 984 cm3,300 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,34 900        EUR,8090524858,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-2-0-tsi-cupra-dsg-s-s-ID8Px16q.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2021,79 516 km,1 461 cm3,116 cv,Sim,Sim,,Utilitário,Branco,,Automática,7,5,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,33 990        EUR,8089556152,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PsX68.html,,,Classe A,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,VW,Amarok,3.0 TDI CD Highline Plus 4Motion Aut.,Diesel,Julho,2019,113 000 km,2 967 cm3,258 cv,,,,SUV / TT,Prateado,Metalizado,Automática,8,4,3,Classe 2,Integral,,,,Sim,,,Usados,39 500        EUR,8090196527,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-3-0-tdi-cd-highline-plus-4motion-aut-ID8PwDGL.html,,,,,,,,31/07/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 250,d Station 9G-TRONIC AMG Line,Diesel,Julho,2017,136 181 km,2 143 cm3,204 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,9,5,5,Classe 1,,18 Meses,1,Importado,,Sim,Sim,Usados,32 250        EUR,8090586750,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-station-9g-tronic-amg-line-ID8PxhcG.html,,,Classe C,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-2008,GT,Eléctrico,Junho,2023,5 000 km,,136 cv,Sim,,,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,40 900        EUR,8090067454,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pw66V.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Fevereiro,2017,178 000 km,1 995 cm3,231 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,7,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,36 900        EUR,8089957971,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PuDD5.html,,Sim,Série X,,,,"271,56 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Porsche,Panamera,Diesel,Diesel,Outubro,2012,170 000 km,2 967 cm3,250 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,8,5,4,,Tracção traseira,18 Meses,,Importado,Sim,,Sim,Usados,41 000        EUR,8089852054,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8Puc4K.html,"7,80 l/100km",Sim,,"5,50 l/100km",,166 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Abril,2023,10 000 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Preto,,Automática,,5,7,,,36 Meses,,Nacional,,,,Usados,44 000        EUR,8089747570,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PtKTv.html,,,,,"5,60 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Março,2020,71 615 km,1 998 cm3,292 cv,Sim,,,Sedan,Azul,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,39 900        EUR,8089957824,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8PuDAI.html,,,Série 3,,"1,40 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-2008,Allure,Eléctrico,Fevereiro,2023,10 000 km,,136 cv,Sim,,,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,40 500        EUR,8089747556,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-ID8PtKTi.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,520,d Line Sport Auto,Diesel,Janeiro,2019,46 420 km,1 995 cm3,190 cv,Sim,,,Carrinha,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,41 900        EUR,8089957833,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PuDAR.html,"5,20 l/100km",,Série 5,"4,40 l/100km","4,70 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2023,3 200 km,1 950 cm3,116 cv,Sim,,,Utilitário,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,45 000        EUR,8089852032,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Puc4o.html,,,Classe A,,5 l/100km,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Sim,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,39 000        EUR,8090337165,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,"5,70 l/100km",,Classe E,"4,40 l/100km","4,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Junho,2021,30 999 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Cinzento,,Manual,,5,7,,,36 Meses,,Nacional,,,,Usados,36 490        EUR,8089747532,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PtKSU.html,,,,,"5,10 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-208,Allure Pack,Eléctrico,Dezembro,2022,10 000 km,,136 cv,Sim,,,Utilitário,Amarelo,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,34 600        EUR,8089747552,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-pack-ID8PtKTe.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Janeiro,2022,5 500 km,1 950 cm3,116 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,36 Meses,,Nacional,Sim,Sim,,Usados,43 900        EUR,8086594613,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PgvFn.html,"5,50 l/100km",,Classe CLA,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Lexus,UX 250h,Special Edition (LCA),Híbrido (Gasolina),Abril,2022,6 000 km,1 987 cm3,184 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,1,Nacional,,Sim,,Usados,44 900        EUR,8089171747,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-250h-special-edition-lca-ID8Prl63.html,,,UX,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Jaguar,XF,2.0 D R-Sport Aut.,Diesel,Novembro,2017,113 000 km,1 999 cm3,180 cv,,Sim,Sim,Carrinha,Branco,,Automática,,4,5,Classe 1,,36 Meses,1,Nacional,,Sim,,Usados,34 900        EUR,8089244136,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-2-0-d-r-sport-aut-ID8PrDWC.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Sim,,,Utilitário,Azul,,Manual,,5,5,,,24 Meses,,Nacional,,,,Usados,32 500        EUR,8090586743,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,,,Classe A,,"5,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-2008,GT,Eléctrico,Junho,2023,3 500 km,,136 cv,Sim,,,SUV / TT,Laranja,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,38 400        EUR,8090067477,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pw67j.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-208,Active,Eléctrico,Maio,2023,4 000 km,,136 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,34 500        EUR,8090067441,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-ID8Pw66J.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Volvo,XC 40,1.5 T3 Momentum Geartronic,Gasolina,Junho,2021,52 000 km,1 477 cm3,163 cv,,Sim,Sim,SUV / TT,Prateado,,Automática,8,5,5,Classe 1,Tracção dianteira,48 Meses,,Nacional,,,,Usados,41 700        EUR,8088057373,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-momentum-geartronic-ID8PmFch.html,"8,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 200,,Diesel,Março,2020,75 775 km,1 597 cm3,160 cv,Sim,Sim,,Carrinha,Preto,Metalizado,Automática,,5,,Classe 1,Tracção traseira,24 Meses,,Nacional,,,Sim,Usados,39 900        EUR,8084855013,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8P9e7j.html,,,Classe C,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,X2,25 e xDrive,Híbrido (Gasolina),Janeiro,2022,24 000 km,1 499 cm3,220 cv,Sim,,,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,Importado,,,,Usados,44 900        EUR,8090192551,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-ID8PwCED.html,,,Série X,,"1,60 l/100km",39 g/km,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-2008,Active Pack,Eléctrico,Junho,2023,5 000 km,,136 cv,Sim,,,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,37 900        EUR,8090067463,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-active-pack-ID8Pw675.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Junho,2023,5 km,,136 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,30 900        EUR,8090192548,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-pack-ID8PwCEA.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Alfa Romeo,Stelvio,,Diesel,Julho,2019,66 879 km,2 143 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,,,18 Meses,,,,,,Usados,33 999        EUR,8090112780,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-ID8PwhU0.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Jeep,Wrangler Unlimited,2.8 CRD MTX Sahara Limited,Diesel,Junho,2011,146 000 km,2 777 cm3,177 cv,Sim,,,SUV / TT,Preto,,Manual,,4,5,,,18 Meses,,Nacional,,,,Usados,37 990        EUR,8086903830,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-unlimited-2-8-crd-mtx-sahara-limited-ID8PhP6K.html,"10,50 l/100km",,,,,,52 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Volvo,V60,2.0 T8 AWD TE Inscription Expression,Híbrido (Gasolina),Março,2020,22 200 km,1 969 cm3,392 cv,Sim,,,Carrinha,Azul,Metalizado,Automática,8,5,5,,Integral,,1,,Sim,Sim,Sim,Usados,44 290        EUR,8089287599,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-inscription-expression-ID8PrPeD.html,,,,,,41 g/km,,31/03/2024,31/03/2028,180 000 km,,,58 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Tesla,Model S,,Eléctrico,Junho,2018,117 369 km,,525 cv,Sim,Sim,Sim,Sedan,Vermelho,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,,Sim,Sim,Sim,Usados,44 500        EUR,8090449126,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-ID8PvHoV.html,,,,,,,,,,,Sim,,,,Própria,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Novembro,2020,33 000 km,1 332 cm3,218 cv,,,,Utilitário,Preto,,Automática,,5,5,,,18 Meses,,Importado,,Sim,Sim,Usados,34 500        EUR,8090521617,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Px0g9.html,,,Classe A,,,23 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,50 000 km,1 499 cm3,130 cv,,Sim,Sim,Monovolume,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 990        EUR,8089580691,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pt3tW.html,"4,40 l/100km",,,"3,60 l/100km",,130 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2017,138 450 km,1 995 cm3,190 cv,,,,Sedan,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,,Usados,31 350        EUR,8090584815,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxgHt.html,,,Série 5,,,135 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Espace,2.0 dCi Zen 7L EDC,Diesel,Julho,2019,94 000 km,1 997 cm3,200 cv,,Sim,Sim,Monovolume,Branco,,Automática,,5,7,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,30 450        EUR,8089588547,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-2-0-dci-zen-7l-edc-ID8Pt5vD.html,"6,30 l/100km",,,"4,90 l/100km",,170 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,BMW,M550d,xDrive Auto,Diesel,Março,2013,190 000 km,2 993 cm3,381 cv,,,,Utilitário,Cinzento,,Automática,8,4,5,Classe 1,Integral,,,,Sim,Sim,Sim,Usados,34 000        EUR,8090192251,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-m550d-xdrive-auto-ID8PwCzN.html,"7,10 l/100km",,Série 5,"5,80 l/100km",,162 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Outubro,2017,142 814 km,1 950 cm3,194 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Integral,36 Meses,1,Importado,Sim,Sim,Sim,Usados,37 350        EUR,8088720237,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-ID8PprDD.html,"5,90 l/100km",Sim,Classe GLC,,,129 g/km,250 €,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Tesla,Model S,85 Perfomance,Eléctrico,Dezembro,2015,147 000 km,,421 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,,Sim,Sim,Sim,Usados,33 490        EUR,8090586727,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-85-perfomance-ID8Pxhcj.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,Traveller,1.5 BlueHDi L2H1 Active Standard,Diesel,Junho,2019,130 000 km,1 499 cm3,120 cv,Sim,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,9,Classe 2,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,Usados,34 999        EUR,8090586723,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-5-bluehdi-l2h1-active-standard-ID8Pxhcf.html,5 l/100km,,,"4,60 l/100km",,125 g/km,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,520,d Auto,Diesel,Maio,2021,66 000 km,1 995 cm3,190 cv,Sim,,,Carrinha,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,43 900        EUR,8090586722,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Pxhce.html,,,Série 5,,"5,10 l/100km",100 g/km,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,X1,,Diesel,Janeiro,2019,68 000 km,1 496 cm3,116 cv,Sim,,,SUV / TT,Preto,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,31 900        EUR,8090586720,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-ID8Pxhcc.html,"4,60 l/100km",,,"3,60 l/100km","3,90 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,318,d Line Sport Auto,Diesel,Março,2022,62 886 km,1 995 cm3,150 cv,Sim,,,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Nacional,,,,Usados,39 900        EUR,8090586721,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8Pxhcd.html,,,Série 3,,"4,80 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 200,Style Aut.,Gasolina,Junho,2022,18 000 km,1 332 cm3,163 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Automática,7,5,5,,Tracção dianteira,36 Meses,,Nacional,Sim,,Sim,Usados,33 390        EUR,8090034996,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-style-aut-ID8PuXFq.html,"6,80 l/100km",,Classe A,"4,40 l/100km",,135 g/km,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
