Anunciante,Marca,Modelo,Sub-modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,IUC,Filtro de partículas,Registo(s),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,Gancho de Reboque,Consumo Combinado,Autonomia,Bateria,Consumo,Capacidade da bateria,Clássico,ou até,Site,Portugal,Data
Profissional,Smart,ForTwo Coupé,,EQ Passion,Eléctrico,Janeiro,2021,20 822 km,,82 cv,Pequeno citadino,Preto,,Automática,,3,2,,,,,,,,Nacional,,Sim,Usados,17 490        EUR,8090700057,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-eq-passion-ID8PxKGd.html,Sim,,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C5 Aircross,,1.5 BlueHDi Feel,Diesel,Setembro,2019,79 990 km,1 499 cm3,130 cv,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,,,,,,,,,Sim,Usados,22 590        EUR,8088696619,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-ID8PpluH.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,116,Série 1,d Pack M Shadow Auto,Diesel,Setembro,2020,132 000 km,1 496 cm3,116 cv,Utilitário,Vermelho,,Automática,,5,5,Classe 1,,,120 g/km,,Sim,1,Importado,Sim,Sim,Usados,29 990        EUR,8089833327,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-shadow-auto-ID8Pu7cH.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308 SW,,1.5 BlueHDi Active,Diesel,Maio,2019,106 839 km,1 499 cm3,130 cv,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,92 g/km,,,,Nacional,,Sim,Usados,17 450        EUR,8089711008,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-ID8PtBnO.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,T-Cross,,1.0 TSI Life,Gasolina,Janeiro,2022,32 000 km,999 cm3,95 cv,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,131 g/km,,,,Nacional,,Sim,Usados,22 750        EUR,8090100555,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8PweIP.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Ibiza,,1.0 TSI FR,Gasolina,Abril,2022,31 000 km,999 cm3,110 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,124 g/km,,,,Nacional,,Sim,Usados,20 750        EUR,8090100587,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PweJl.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,1.5 Blue dCi Zen,Diesel,Novembro,2020,75 781 km,1 461 cm3,100 cv,Citadino,Laranja,Metalizado,Manual,6,5,5,Classe 1,,,,,Sim,,,Sim,Sim,Usados,18 400        EUR,8089346988,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Ps4Gv.html,,,,Sim,01/11/2024,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,208,,1.5 BlueHDi Active Pack,Diesel,Maio,2023,5 000 km,1 499 cm3,102 cv,Utilitário,Preto,,Manual,,5,5,,,,,,,,Nacional,,,Usados,24 800        EUR,8090067432,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8Pw66A.html,Sim,,,,,36 Meses,,,,10/10/2026,,"4,10 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,216 Active Tourer,Série 2,d Line Sport,Diesel,Março,2019,31 520 km,1 496 cm3,116 cv,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,,,,,Sim,,,Sim,Sim,Usados,25 900        EUR,8084632350,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-line-sport-ID8P8ibY.html,,,,Sim,01/03/2023,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,420 Gran Coupé,Série 4,,Diesel,Junho,2019,22 000 km,2 000 cm3,190 cv,Coupé,Azul,Metalizado,Automática,,5,5,,,,,,Sim,1,Nacional,Sim,Sim,Usados,36 900        EUR,8084395075,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-ID8P7isX.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 200,Classe C,d Avantgarde Aut.,Diesel,Maio,2020,80 643 km,1 598 cm3,160 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,Sim,1,Nacional,,Sim,Usados,34 900        EUR,8090239814,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PwOVV.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,318,Série 3,d Line Sport Auto,Diesel,Novembro,2019,95 900 km,1 995 cm3,150 cv,Sedan,Branco,,Automática,,4,5,Classe 1,,,,,,,Nacional,,,Usados,33 300        EUR,8089527595,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PsPFx.html,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 250,Classe A,e Style Plus,Híbrido (Gasolina),Janeiro,2022,21 000 km,1 332 cm3,218 cv,Utilitário,Preto,,Automática,8,5,5,Classe 1,Tracção dianteira,,32 g/km,,,1,Nacional,Sim,Sim,Usados,37 950        EUR,8090293715,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pv2Yj.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,"1,40 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Particular,BMW,X2,Série X,25 e xDrive Pack M,Híbrido (Gasolina),Setembro,2020,30 100 km,1 499 cm3,220 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,39 g/km,,,1,Nacional,Sim,Sim,Usados,39 900        EUR,8090768064,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-pack-m-ID8Py2n6.html,,,,,23/09/2024,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,CLA 220,Classe CLA,d Shooting Brake 8G-DCT Edition 2020,Diesel,Maio,2020,121 981 km,1 950 cm3,191 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,Sim,1,Importado,Sim,Sim,Usados,39 990        EUR,8090337631,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-8g-dct-edition-2020-ID8PveoD.html,,,Sim,Sim,,18 Meses,Sim,"5,50 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,425,Série 4,d Pack M Auto,Diesel,Fevereiro,2016,119 226 km,1 995 cm3,218 cv,Coupé,Cinzento,,Automática,8,2,4,Classe 1,,,,,,1,Nacional,,Sim,Usados,30 900        EUR,8089862312,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-425-d-pack-m-auto-ID8PueKc.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 220,Classe C,d Station 9G-TRONIC AMG Line,Diesel,Março,2019,77 415 km,1 950 cm3,194 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,,,,Sim,1,Nacional,Sim,Sim,Usados,36 850        EUR,8089624681,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-amg-line-ID8PteWr.html,Sim,,Sim,Sim,01/03/2025,24 Meses,Sim,"5,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 180,Classe A,d 7G-DCT Edition 19,Diesel,Junho,2019,135 500 km,1 461 cm3,116 cv,Utilitário,Preto,Metalizado,Automática,,5,,,,,,,Sim,,,,Sim,Usados,31 900        EUR,8090701686,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-edition-19-ID8PxL6u.html,Sim,,Sim,Sim,,18 Meses,Sim,"4,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Passat Variant,,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Janeiro,2021,20 000 km,1 395 cm3,218 cv,Carrinha,Cinzento,,Automática,,5,5,,,,,,,,,,Sim,Usados,34 990        EUR,8090745335,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PxVsw.html,Sim,,Sim,Sim,,36 Meses,,,,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Volvo,XC 40,,2.0 D4 R-Design AWD,Diesel,Março,2018,47 000 km,1 969 cm3,190 cv,SUV / TT,Branco,Pérola,Automática,8,5,5,Classe 1,Integral,,167 g/km,,,1,Nacional,,Sim,Usados,39 900        EUR,8090635278,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d4-r-design-awd-ID8PxtPo.html,Sim,,,,,,Sim,"5,70 l/100km","4,70 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Mercedes-Benz,GLE 350,Classe GLE,d Coupe 4Matic 9G-TRONIC AMG Line,Diesel,Maio,2016,123 000 km,2 987 cm3,258 cv,SUV / TT,Vermelho,,Automática,9,5,5,Classe 2,Integral,,174 g/km,,,,Importado,Sim,Sim,Usados,45 000        EUR,8090730803,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gle-350-d-coupe-4matic-9g-tronic-amg-line-ID8PxSG7.html,,,,,30/06/2024,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 220,Classe C,d Avantgarde,Diesel,Novembro,2018,150 000 km,1 950 cm3,194 cv,Sedan,Branco,,Automática,,5,,,,,,,Sim,,,,,Usados,34 400        EUR,8090790019,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8Py85d.html,,,Sim,,,18 Meses,,"5,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 250 Limousine,Classe A,e Style Plus,Híbrido (Gasolina),Outubro,2020,17 424 km,1 332 cm3,218 cv,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Tracção dianteira,,22 g/km,"144,05 €",,1,,Sim,,Usados,37 980        EUR,8088694022,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-style-plus-ID8PpkOO.html,,Sim,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,508 SW,,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Maio,2021,39 587 km,1 598 cm3,225 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,34 g/km,,,1,Nacional,Sim,,Usados,36 980        EUR,8090192464,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-hybrid-gt-e-eat8-ID8PwCDe.html,,Sim,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Volvo,S60,,2.0 T5 R-Design,Gasolina,Julho,2019,23 000 km,1 969 cm3,250 cv,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção dianteira,1 000 km,,250 €,,1,Nacional,Sim,Sim,Usados,35 950        EUR,8090790240,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-s60-2-0-t5-r-design-ID8Py88M.html,,,,Sim,15/07/2025,18 Meses,Sim,"8,90 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C5 X,,1.6 Hybrid Shine Pack e-EAT8,Híbrido (Gasolina),Março,2023,11 000 km,1 598 cm3,225 cv,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,130 €,Sim,,Nacional,Sim,Sim,Usados,38 750        EUR,8090790231,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-x-1-6-hybrid-shine-pack-e-eat8-ID8Py88D.html,Sim,Sim,Sim,Sim,,36 Meses,Sim,,,31/03/2026,,,59 km,,"14,60 kWh/100km",,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,520,Série 5,d Line Sport Auto,Diesel,Outubro,2018,110 000 km,1 995 cm3,190 cv,Carrinha,Bege,,Automática,8,5,5,Classe 1,,,159 g/km,,,1,,Sim,Sim,Usados,31 800        EUR,8090744359,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PxVcL.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.5 BlueHDi Allure Pack EAT8,Diesel,Março,2022,32 500 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,7,,,,,,,,Nacional,,,Usados,41 490        EUR,8089462644,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PsyLV.html,Sim,,,,,36 Meses,,,,10/10/2026,,"5,60 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,B 200,Classe B,AMG Line Aut.,Gasolina,Maio,2023,5 500 km,1 332 cm3,163 cv,Monovolume,Branco,,Automática,,5,5,,,,,,,,Nacional,,,Usados,42 500        EUR,8089462231,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-200-amg-line-aut-ID8PsyFh.html,Sim,,,,,24 Meses,,,,,,6 l/100km,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,520,Série 5,d Line Luxury Auto,Diesel,Novembro,2018,81 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,,125 g/km,,,1,,Sim,Sim,Usados,33 990        EUR,8090002637,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PuPfw.html,Sim,,Sim,Sim,,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Porsche,Panamera,,Diesel,Diesel,Julho,2011,268 000 km,2 967 cm3,250 cv,Sedan,Preto,,Automática,,5,,,,,,,,2,Importado,,Sim,Usados,37 000        EUR,8090609893,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8PxndX.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Cupra,Formentor,,1.5 TSI Sport DSG,Gasolina,Janeiro,2023,13 000 km,1 498 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,35 900        EUR,8090635151,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PxtNl.html,Sim,Sim,Sim,Sim,,36 Meses,,,,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.5 BlueHDi Allure Pack EAT8,Diesel,Abril,2021,33 500 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,7,,,,,,,,Nacional,,,Usados,38 490        EUR,8089852052,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8Puc4I.html,Sim,,,,,36 Meses,,,,10/10/2026,,"5,40 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,E 220,Classe E,D AMG Line,Diesel,Julho,2018,109 000 km,1 950 cm3,194 cv,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,147 g/km,,,,,Sim,Sim,Usados,37 990        EUR,8090293677,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pv2XH.html,,,,,,18 Meses,Sim,"5,80 l/100km","4,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Ford,Ranger,,2.0 TDCi CD XLT 4WD,Diesel,Abril,2021,49 000 km,1 995 cm3,170 cv,SUV / TT,Cinzento,Metalizado,Manual,6,4,5,,Integral,,,,Sim,1,Nacional,Sim,Sim,Usados,38 990        EUR,8089990734,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-xlt-4wd-ID8PuM9v.html,Sim,,Sim,Sim,,18 Meses,Sim,"8,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,CLA 180,Classe CLA,d Shooting Brake Style Plus Aut.,Diesel,Agosto,2020,81 000 km,1 461 cm3,116 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,121 g/km,,Sim,1,,Sim,Sim,Usados,35 900        EUR,8088874356,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Pq5Jq.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,520,Série 5,d Line Sport Auto,Diesel,Janeiro,2019,46 420 km,1 995 cm3,190 cv,Carrinha,Cinzento,,Automática,,5,5,,,,,,,,Nacional,,,Usados,41 900        EUR,8089957833,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PuDAR.html,Sim,,,,,36 Meses,,"5,20 l/100km","4,40 l/100km",10/10/2026,,"4,70 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
